generation,stage,architecture_clusters.cluster_sizes,architecture_clusters.diversity,architecture_clusters.num_clusters,architecture_clusters.silhouette,avg_adaptability_score,avg_energy_cost,avg_instability,avg_learning_speed,avg_meta_effectiveness,avg_novelty,avg_reward_after_learning,avg_reward_before_learning,avg_reward_delta,avg_reward_delta_raw,avg_stability,avg_success_rate,behavioral_probes.generation,behavioral_probes.individual_reports,behavioral_probes.num_genomes_probed,best_predator_fitness,best_prey_fitness,config.description,config.difficulty,config.food_count,config.food_reward,config.initial_learning_rate,config.max_steps,config.name,config.predator,config.step_penalty,config.wall_penalty,eval_time,max_plastic_norm,max_plastic_weight_norm,mean_plastic_norm,mean_plastic_weight_norm,mean_predator_fitness,mean_prey_fitness,neural_health.dead_layers,neural_health.genomes_analyzed,neural_health.saturated_layers,p95_plastic_norm,p95_plastic_weight_norm,predator_novelty.archive.avg_fitness,predator_novelty.archive.generations_covered,predator_novelty.archive.max_generation,predator_novelty.archive.min_generation,predator_novelty.archive.size,predator_novelty.max,predator_novelty.mean,predator_novelty.p95,predator_population_size,predator_species.avg_species_size,predator_species.empty_species_filtered,predator_species.num_species,predator_species.species_sizes,predator_species.total_members,prey_novelty.archive.avg_fitness,prey_novelty.archive.generations_covered,prey_novelty.archive.max_generation,prey_novelty.archive.min_generation,prey_novelty.archive.size,prey_novelty.max,prey_novelty.mean,prey_novelty.p95,prey_population_size,prey_species.avg_species_size,prey_species.empty_species_filtered,prey_species.num_species,prey_species.species_sizes,prey_species.total_members
0,FORAGING,41;103;36,169.9665069580078,3,0.6907828450202942,0.15160440674195141,0.0,0.19891502041501177,0.08488761531767437,0.45031963804746006,0.6224721718720918,0.530399122417417,0.3531048304631923,0.17729429195422475,-0.09990520369946149,0.9222804512140095,0.7,0,,0,5.76308781256342,8.050009838963675,Basic foraging with no penalties,1,20,10.0,0.01,80,FORAGING,False,0.0,0.0,225.76071214675903,1.0568455185879813,0.7663080553306215,0.08622248963616881,0.060782184550146744,1.35161343577459,2.298302794492681,0,180,53,0.3079414396624791,0.24507117333751088,0.35613359055736005,1,0,0,5,0.0,0.0,0.0,80,80.0,0,1,80,80,1.7801425447240102,1,0,0,5,0.0,0.0,0.0,100,100.0,0,1,100,100
